id,store_name,store_id,year,month,instance,directory,machine_no
1,Supercenter #2111,10,2013,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0010_Supercenter #2111\0010_02_2013.jpg,2
2,Supercenter #2111,10,2015,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0010_Supercenter #2111\0010_02_2015.jpg,1
3,Supercenter #2111,10,2018,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0010_Supercenter #2111\0010_04_2018.jpg,1
4,Supercenter #2111,10,2011,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0010_Supercenter #2111\0010_08_2011.jpg,1
5,Supercenter #2111,10,2019,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0010_Supercenter #2111\0010_08_2019.jpg,1
6,Supercenter #2111,10,2010,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0010_Supercenter #2111\0010_09_2010.jpg,2
7,Supercenter #2111,10,2011,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0010_Supercenter #2111\0010_09_2011.jpg,2
8,Supercenter #2111,10,2012,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0010_Supercenter #2111\0010_09_2012.jpg,1
9,Supercenter #2111,10,2016,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0010_Supercenter #2111\0010_10_2016.jpg,2
10,Supercenter #2111,10,2013,12,0,C:\Users\paperspace\Documents\02 Imagery Collection\0010_Supercenter #2111\0010_12_2013.jpg,2
11,Supercenter #670,11,2017,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0011_Supercenter #670\0011_02_2017.jpg,1
12,Supercenter #670,11,2019,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0011_Supercenter #670\0011_02_2019.jpg,1
13,Supercenter #670,11,2012,6,0,C:\Users\paperspace\Documents\02 Imagery Collection\0011_Supercenter #670\0011_06_2012.jpg,2
14,Supercenter #670,11,2010,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0011_Supercenter #670\0011_09_2010.jpg,2
15,Supercenter #670,11,2011,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0011_Supercenter #670\0011_09_2011.jpg,1
16,Supercenter #670,11,2015,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0011_Supercenter #670\0011_10_2015.jpg,1
17,Supercenter #670,11,2013,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0011_Supercenter #670\0011_11_2013.jpg,2
18,Supercenter #7280,12,2017,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0012_Supercenter #7280\0012_02_2017.jpg,1
19,Supercenter #7280,12,2019,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0012_Supercenter #7280\0012_02_2019.jpg,2
20,Supercenter #7280,12,2015,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0012_Supercenter #7280\0012_10_2015.jpg,1
21,Neighborhood Market #2488,13,2017,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0013_Neighborhood Market #2488\0013_02_2017.jpg,2
22,Neighborhood Market #2488,13,2019,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0013_Neighborhood Market #2488\0013_02_2019.jpg,1
23,Neighborhood Market #2488,13,2015,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0013_Neighborhood Market #2488\0013_10_2015.jpg,1
24,Neighborhood Market #2488,13,2013,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0013_Neighborhood Market #2488\0013_11_2013.jpg,1
25,Supercenter #662,14,2017,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0014_Supercenter #662\0014_02_2017.jpg,2
26,Supercenter #662,14,2019,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0014_Supercenter #662\0014_02_2019.jpg,2
27,Supercenter #662,14,2012,6,0,C:\Users\paperspace\Documents\02 Imagery Collection\0014_Supercenter #662\0014_06_2012.jpg,2
28,Supercenter #662,14,2010,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0014_Supercenter #662\0014_09_2010.jpg,1
29,Supercenter #662,14,2011,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0014_Supercenter #662\0014_09_2011.jpg,2
30,Supercenter #662,14,2015,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0014_Supercenter #662\0014_10_2015.jpg,2
31,Supercenter #662,14,2013,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0014_Supercenter #662\0014_11_2013.jpg,2
32,Neighborhood Market #5769,15,2019,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0015_Neighborhood Market #5769\0015_01_2019.jpg,2
33,Neighborhood Market #5769,15,2017,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0015_Neighborhood Market #5769\0015_05_2017.jpg,2
34,Supercenter #604,16,2019,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0016_Supercenter #604\0016_01_2019.jpg,1
35,Supercenter #604,16,2013,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0016_Supercenter #604\0016_02_2013.jpg,2
36,Supercenter #604,16,2017,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0016_Supercenter #604\0016_05_2017.jpg,2
37,Supercenter #604,16,2011,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0016_Supercenter #604\0016_09_2011.jpg,1
38,Supercenter #604,16,2014,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0016_Supercenter #604\0016_11_2014.jpg,2
39,Supercenter #2534,17,2019,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0017_Supercenter #2534\0017_01_2019.jpg,2
40,Supercenter #2534,17,2013,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0017_Supercenter #2534\0017_02_2013.jpg,2
41,Supercenter #2534,17,2017,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0017_Supercenter #2534\0017_05_2017.jpg,1
42,Supercenter #2534,17,2011,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0017_Supercenter #2534\0017_09_2011.jpg,1
43,Supercenter #2534,17,2014,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0017_Supercenter #2534\0017_11_2014.jpg,1
44,Neighborhood Market #4188,18,2020,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0018_Neighborhood Market #4188\0018_01_2020.jpg,2
45,Neighborhood Market #4188,18,2016,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0018_Neighborhood Market #4188\0018_03_2016.jpg,2
46,Neighborhood Market #4188,18,2013,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0018_Neighborhood Market #4188\0018_11_2013.jpg,2
47,Neighborhood Market #4188,18,2016,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0018_Neighborhood Market #4188\0018_11_2016.jpg,2
48,Supercenter #766,19,2020,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0019_Supercenter #766\0019_01_2020.jpg,1
49,Supercenter #766,19,2012,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0019_Supercenter #766\0019_02_2012.jpg,1
50,Supercenter #766,19,2016,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0019_Supercenter #766\0019_03_2016.jpg,1
51,Supercenter #766,19,2011,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0019_Supercenter #766\0019_09_2011.jpg,1
52,Supercenter #766,19,2013,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0019_Supercenter #766\0019_11_2013.jpg,2
53,Supercenter #766,19,2016,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0019_Supercenter #766\0019_11_2016.jpg,2
54,Supercenter #4187,20,2020,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0020_Supercenter #4187\0020_01_2020.jpg,1
55,Supercenter #4187,20,2016,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0020_Supercenter #4187\0020_03_2016.jpg,2
56,Supercenter #4187,20,2013,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0020_Supercenter #4187\0020_11_2013.jpg,1
57,Supercenter #4187,20,2016,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0020_Supercenter #4187\0020_11_2016.jpg,2
58,Neighborhood Market #3184,21,2015,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0021_Neighborhood Market #3184\0021_01_2015.jpg,2
59,Neighborhood Market #3184,21,2013,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0021_Neighborhood Market #3184\0021_02_2013.jpg,1
60,Neighborhood Market #3184,21,2015,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0021_Neighborhood Market #3184\0021_02_2015.jpg,2
61,Neighborhood Market #3184,21,2018,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0021_Neighborhood Market #3184\0021_04_2018.jpg,2
62,Neighborhood Market #3184,21,2011,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0021_Neighborhood Market #3184\0021_08_2011.jpg,1
63,Neighborhood Market #3184,21,2019,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0021_Neighborhood Market #3184\0021_08_2019.jpg,1
64,Neighborhood Market #3184,21,2010,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0021_Neighborhood Market #3184\0021_09_2010.jpg,1
65,Neighborhood Market #3184,21,2011,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0021_Neighborhood Market #3184\0021_09_2011.jpg,1
66,Neighborhood Market #3184,21,2012,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0021_Neighborhood Market #3184\0021_09_2012.jpg,2
67,Neighborhood Market #3184,21,2016,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0021_Neighborhood Market #3184\0021_10_2016.jpg,1
68,Neighborhood Market #3184,21,2013,12,0,C:\Users\paperspace\Documents\02 Imagery Collection\0021_Neighborhood Market #3184\0021_12_2013.jpg,1
69,Supercenter #1229,22,2015,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0022_Supercenter #1229\0022_01_2015.jpg,1
70,Supercenter #1229,22,2015,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0022_Supercenter #1229\0022_02_2015.jpg,1
71,Supercenter #1229,22,2018,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0022_Supercenter #1229\0022_04_2018.jpg,2
72,Supercenter #1229,22,2011,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0022_Supercenter #1229\0022_08_2011.jpg,2
73,Supercenter #1229,22,2019,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0022_Supercenter #1229\0022_08_2019.jpg,2
74,Supercenter #1229,22,2010,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0022_Supercenter #1229\0022_09_2010.jpg,2
75,Supercenter #1229,22,2011,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0022_Supercenter #1229\0022_09_2011.jpg,2
76,Supercenter #1229,22,2012,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0022_Supercenter #1229\0022_09_2012.jpg,2
77,Supercenter #1229,22,2016,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0022_Supercenter #1229\0022_10_2016.jpg,1
78,Supercenter #1229,22,2013,12,0,C:\Users\paperspace\Documents\02 Imagery Collection\0022_Supercenter #1229\0022_12_2013.jpg,2
79,Pharmacy #7254,23,2017,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0023_Pharmacy #7254\0023_02_2017.jpg,1
80,Pharmacy #7254,23,2019,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0023_Pharmacy #7254\0023_02_2019.jpg,1
81,Pharmacy #7254,23,2011,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0023_Pharmacy #7254\0023_04_2011.jpg,1
82,Pharmacy #7254,23,2012,6,0,C:\Users\paperspace\Documents\02 Imagery Collection\0023_Pharmacy #7254\0023_06_2012.jpg,2
83,Pharmacy #7254,23,2010,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0023_Pharmacy #7254\0023_09_2010.jpg,2
84,Pharmacy #7254,23,2011,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0023_Pharmacy #7254\0023_09_2011.jpg,2
85,Pharmacy #7254,23,2015,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0023_Pharmacy #7254\0023_10_2015.jpg,2
86,Pharmacy #7254,23,2013,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0023_Pharmacy #7254\0023_11_2013.jpg,2
87,Neighborhood Market #3185,24,2017,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0024_Neighborhood Market #3185\0024_02_2017.jpg,1
88,Neighborhood Market #3185,24,2019,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0024_Neighborhood Market #3185\0024_02_2019.jpg,1
89,Neighborhood Market #3185,24,2015,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0024_Neighborhood Market #3185\0024_10_2015.jpg,2
90,Neighborhood Market #5716,25,2017,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0025_Neighborhood Market #5716\0025_02_2017.jpg,1
91,Neighborhood Market #5716,25,2019,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0025_Neighborhood Market #5716\0025_02_2019.jpg,1
92,Neighborhood Market #5716,25,2011,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0025_Neighborhood Market #5716\0025_04_2011.jpg,1
93,Neighborhood Market #5716,25,2010,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0025_Neighborhood Market #5716\0025_09_2010.jpg,2
94,Neighborhood Market #5716,25,2011,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0025_Neighborhood Market #5716\0025_09_2011.jpg,1
95,Neighborhood Market #5716,25,2013,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0025_Neighborhood Market #5716\0025_11_2013.jpg,1
96,Neighborhood Market #5716,25,2012,16,0,C:\Users\paperspace\Documents\02 Imagery Collection\0025_Neighborhood Market #5716\0025_16_2012.jpg,2
97,Neighborhood Market #5925,26,2017,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0026_Neighborhood Market #5925\0026_02_2017.jpg,2
98,Neighborhood Market #5925,26,2019,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0026_Neighborhood Market #5925\0026_02_2019.jpg,2
99,Supercenter #332,27,2016,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0027_Supercenter #332\0027_02_2016.jpg,2
100,Supercenter #332,27,2017,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0027_Supercenter #332\0027_02_2017.jpg,2
101,Supercenter #332,27,2019,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0027_Supercenter #332\0027_02_2019.jpg,2
102,Supercenter #332,27,2011,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0027_Supercenter #332\0027_04_2011.jpg,1
103,Supercenter #332,27,2012,6,0,C:\Users\paperspace\Documents\02 Imagery Collection\0027_Supercenter #332\0027_06_2012.jpg,1
104,Supercenter #332,27,2010,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0027_Supercenter #332\0027_09_2010.jpg,2
105,Supercenter #332,27,2011,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0027_Supercenter #332\0027_09_2011.jpg,1
106,Supercenter #332,27,2015,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0027_Supercenter #332\0027_10_2015.jpg,1
107,Supercenter #332,27,2013,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0027_Supercenter #332\0027_11_2013.jpg,1
108,Supercenter #375,28,2017,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0028_Supercenter #375\0028_02_2017.jpg,1
109,Supercenter #375,28,2019,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0028_Supercenter #375\0028_02_2019.jpg,1
110,Supercenter #375,28,2015,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0028_Supercenter #375\0028_10_2015.jpg,1
111,Supercenter #433,29,2017,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0029_Supercenter #433\0029_02_2017.jpg,1
112,Supercenter #433,29,2019,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0029_Supercenter #433\0029_02_2019.jpg,1
113,Supercenter #433,29,2011,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0029_Supercenter #433\0029_04_2011.jpg,1
114,Supercenter #433,29,2012,6,0,C:\Users\paperspace\Documents\02 Imagery Collection\0029_Supercenter #433\0029_06_2012.jpg,1
115,Supercenter #433,29,2010,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0029_Supercenter #433\0029_09_2010.jpg,1
116,Supercenter #433,29,2011,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0029_Supercenter #433\0029_09_2011.jpg,2
117,Supercenter #433,29,2015,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0029_Supercenter #433\0029_10_2015.jpg,1
118,Supercenter #433,29,2013,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0029_Supercenter #433\0029_11_2013.jpg,1
119,Supercenter #434,30,2017,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0030_Supercenter #434\0030_02_2017.jpg,2
120,Supercenter #434,30,2019,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0030_Supercenter #434\0030_02_2019.jpg,1
121,Supercenter #434,30,2012,6,0,C:\Users\paperspace\Documents\02 Imagery Collection\0030_Supercenter #434\0030_06_2012.jpg,1
122,Supercenter #434,30,2010,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0030_Supercenter #434\0030_09_2010.jpg,2
123,Supercenter #434,30,2011,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0030_Supercenter #434\0030_09_2011.jpg,1
124,Supercenter #434,30,2015,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0030_Supercenter #434\0030_10_2015.jpg,1
125,Supercenter #434,30,2013,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0030_Supercenter #434\0030_11_2013.jpg,2
126,Supercenter #7324,31,2017,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0031_Supercenter #7324\0031_02_2017.jpg,2
127,Supercenter #7324,31,2019,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0031_Supercenter #7324\0031_02_2019.jpg,1
128,Neighborhood Market #7342,32,2016,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0032_Neighborhood Market #7342\0032_02_2016.jpg,2
129,Neighborhood Market #7342,32,2017,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0032_Neighborhood Market #7342\0032_02_2017.jpg,1
130,Neighborhood Market #7342,32,2019,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0032_Neighborhood Market #7342\0032_02_2019.jpg,2
131,Neighborhood Market #7342,32,2015,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0032_Neighborhood Market #7342\0032_10_2015.jpg,2
132,Supercenter #2690,33,2016,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0033_Supercenter #2690\0033_02_2016.jpg,2
133,Supercenter #2690,33,2017,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0033_Supercenter #2690\0033_02_2017.jpg,2
134,Supercenter #2690,33,2019,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0033_Supercenter #2690\0033_02_2019.jpg,2
135,Supercenter #2690,33,2011,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0033_Supercenter #2690\0033_04_2011.jpg,1
136,Supercenter #2690,33,2012,6,0,C:\Users\paperspace\Documents\02 Imagery Collection\0033_Supercenter #2690\0033_06_2012.jpg,2
137,Supercenter #2690,33,2010,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0033_Supercenter #2690\0033_09_2010.jpg,1
138,Supercenter #2690,33,2011,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0033_Supercenter #2690\0033_09_2011.jpg,1
139,Supercenter #2690,33,2015,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0033_Supercenter #2690\0033_10_2015.jpg,1
140,Supercenter #2690,33,2013,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0033_Supercenter #2690\0033_11_2013.jpg,1
141,Supercenter #5703,34,2016,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0034_Supercenter #5703\0034_02_2016.jpg,2
142,Supercenter #5703,34,2017,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0034_Supercenter #5703\0034_02_2017.jpg,2
143,Supercenter #5703,34,2019,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0034_Supercenter #5703\0034_02_2019.jpg,1
144,Supercenter #5703,34,2014,5,2,C:\Users\paperspace\Documents\02 Imagery Collection\0034_Supercenter #5703\0034_05_2014 2.jpg,2
145,Supercenter #5703,34,2014,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0034_Supercenter #5703\0034_05_2014.jpg,1
146,Supercenter #5703,34,2015,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0034_Supercenter #5703\0034_10_2015.jpg,1
147,Supercenter #5703,34,2013,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0034_Supercenter #5703\0034_11_2013.jpg,1
148,Neighborhood Market #4210,35,2015,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0035_Neighborhood Market #4210\0035_01_2015.jpg,1
149,Neighborhood Market #4210,35,2020,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0035_Neighborhood Market #4210\0035_04_2020.jpg,2
150,Neighborhood Market #4210,35,2019,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0035_Neighborhood Market #4210\0035_05_2019.jpg,1
151,Neighborhood Market #4210,35,2017,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0035_Neighborhood Market #4210\0035_11_2017.jpg,1
152,Neighborhood Market #4210,35,2019,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0035_Neighborhood Market #4210\0035_11_2019.jpg,2
153,Neighborhood Market #4210,35,2016,12,0,C:\Users\paperspace\Documents\02 Imagery Collection\0035_Neighborhood Market #4210\0035_12_2016.jpg,1
154,Neighborhood Market #4648,36,2015,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0036_Neighborhood Market #4648\0036_01_2015.jpg,2
155,Neighborhood Market #4648,36,2020,4,2,C:\Users\paperspace\Documents\02 Imagery Collection\0036_Neighborhood Market #4648\0036_04_2020 2.jpg,1
156,Neighborhood Market #4648,36,2020,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0036_Neighborhood Market #4648\0036_04_2020.jpg,2
157,Neighborhood Market #4648,36,2019,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0036_Neighborhood Market #4648\0036_05_2019.jpg,2
158,Neighborhood Market #4648,36,2016,7,0,C:\Users\paperspace\Documents\02 Imagery Collection\0036_Neighborhood Market #4648\0036_07_2016.jpg,2
159,Neighborhood Market #4648,36,2017,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0036_Neighborhood Market #4648\0036_11_2017.jpg,1
160,Neighborhood Market #4648,36,2019,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0036_Neighborhood Market #4648\0036_11_2019.jpg,1
161,Neighborhood Market #4648,36,2016,12,0,C:\Users\paperspace\Documents\02 Imagery Collection\0036_Neighborhood Market #4648\0036_12_2016.jpg,2
162,Neighborhood Market #4657,37,2012,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0037_Neighborhood Market #4657\0037_01_2012.jpg,2
163,Neighborhood Market #4657,37,2013,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0037_Neighborhood Market #4657\0037_01_2013.jpg,2
164,Neighborhood Market #4657,37,2015,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0037_Neighborhood Market #4657\0037_01_2015.jpg,1
165,Neighborhood Market #4657,37,2020,4,2,C:\Users\paperspace\Documents\02 Imagery Collection\0037_Neighborhood Market #4657\0037_04_2020 2.jpg,2
166,Neighborhood Market #4657,37,2020,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0037_Neighborhood Market #4657\0037_04_2020.jpg,2
167,Neighborhood Market #4657,37,2019,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0037_Neighborhood Market #4657\0037_05_2019.jpg,1
168,Neighborhood Market #4657,37,2016,7,0,C:\Users\paperspace\Documents\02 Imagery Collection\0037_Neighborhood Market #4657\0037_07_2016.jpg,2
169,Neighborhood Market #4657,37,2011,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0037_Neighborhood Market #4657\0037_09_2011.jpg,1
170,Neighborhood Market #4657,37,2013,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0037_Neighborhood Market #4657\0037_11_2013.jpg,1
171,Neighborhood Market #4657,37,2017,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0037_Neighborhood Market #4657\0037_11_2017.jpg,1
172,Neighborhood Market #4657,37,2019,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0037_Neighborhood Market #4657\0037_11_2019.jpg,2
173,Neighborhood Market #4657,37,2016,12,0,C:\Users\paperspace\Documents\02 Imagery Collection\0037_Neighborhood Market #4657\0037_12_2016.jpg,2
174,Neighborhood Market #5098,38,2012,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0038_Neighborhood Market #5098\0038_01_2012.jpg,1
175,Neighborhood Market #5098,38,2013,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0038_Neighborhood Market #5098\0038_01_2013.jpg,2
176,Neighborhood Market #5098,38,2015,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0038_Neighborhood Market #5098\0038_01_2015.jpg,2
177,Neighborhood Market #5098,38,2020,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0038_Neighborhood Market #5098\0038_04_2020.jpg,1
178,Neighborhood Market #5098,38,2019,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0038_Neighborhood Market #5098\0038_05_2019.jpg,1
179,Neighborhood Market #5098,38,2016,7,0,C:\Users\paperspace\Documents\02 Imagery Collection\0038_Neighborhood Market #5098\0038_07_2016.jpg,2
180,Neighborhood Market #5098,38,2011,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0038_Neighborhood Market #5098\0038_09_2011.jpg,1
181,Neighborhood Market #5098,38,2016,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0038_Neighborhood Market #5098\0038_09_2016.jpg,2
182,Neighborhood Market #5098,38,2013,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0038_Neighborhood Market #5098\0038_11_2013.jpg,1
183,Neighborhood Market #5098,38,2017,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0038_Neighborhood Market #5098\0038_11_2017.jpg,2
184,Neighborhood Market #5098,38,2019,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0038_Neighborhood Market #5098\0038_11_2019.jpg,1
185,Neighborhood Market #5098,38,2016,12,0,C:\Users\paperspace\Documents\02 Imagery Collection\0038_Neighborhood Market #5098\0038_12_2016.jpg,1
186,Neighborhood Market #5740,39,2017,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0039_Neighborhood Market #5740\0039_04_2017.jpg,1
187,Neighborhood Market #5740,39,2020,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0039_Neighborhood Market #5740\0039_04_2020.jpg,1
188,Neighborhood Market #5740,39,2019,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0039_Neighborhood Market #5740\0039_05_2019.jpg,1
189,Neighborhood Market #5740,39,2016,7,0,C:\Users\paperspace\Documents\02 Imagery Collection\0039_Neighborhood Market #5740\0039_07_2016.jpg,1
190,Neighborhood Market #5740,39,2016,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0039_Neighborhood Market #5740\0039_09_2016.jpg,1
191,Neighborhood Market #5740,39,2019,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0039_Neighborhood Market #5740\0039_11_2019.jpg,1
