id,store_name,store_id,year,month,instance,directory,machine_no
2384,Supercenter #3516,217,2010,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0217_Supercenter #3516\0217_08_2010.jpg,2
2385,Supercenter #3516,217,2018,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0217_Supercenter #3516\0217_08_2018.jpg,1
2386,Supercenter #3516,217,2019,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0217_Supercenter #3516\0217_08_2019.jpg,2
2387,Supercenter #3516,217,2010,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0217_Supercenter #3516\0217_09_2010.jpg,1
2388,Supercenter #3516,217,2012,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0217_Supercenter #3516\0217_10_2012.jpg,2
2389,Supercenter #3516,217,2016,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0217_Supercenter #3516\0217_10_2016.jpg,1
2390,Supercenter #3516,217,2011,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0217_Supercenter #3516\0217_11_2011.jpg,2
2391,Supercenter #3516,217,2012,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0217_Supercenter #3516\0217_11_2012.jpg,1
2392,Supercenter #3516,217,2013,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0217_Supercenter #3516\0217_11_2013.jpg,1
2393,Supercenter #3516,217,2016,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0217_Supercenter #3516\0217_11_2016.jpg,2
2394,Supercenter #3516,217,2018,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0217_Supercenter #3516\0217_11_2018.jpg,1
2395,Supercenter #3516,217,2011,12,0,C:\Users\paperspace\Documents\02 Imagery Collection\0217_Supercenter #3516\0217_12_2011.jpg,2
2396,Supercenter #3516,217,2014,12,0,C:\Users\paperspace\Documents\02 Imagery Collection\0217_Supercenter #3516\0217_12_2014.jpg,2
2397,Supercenter #3516,217,2014,12,2,C:\Users\paperspace\Documents\02 Imagery Collection\0217_Supercenter #3516\0217_12_2014_2.jpg,1
2398,Supercenter #3516,217,2017,12,0,C:\Users\paperspace\Documents\02 Imagery Collection\0217_Supercenter #3516\0217_12_2017.jpg,2
2399,Supercenter #3947,218,2014,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_01_2014.jpg,1
2400,Supercenter #3947,218,2014,1,2,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_01_2014_2.jpg,1
2401,Supercenter #3947,218,2015,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_01_2015.jpg,2
2402,Supercenter #3947,218,2017,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_01_2017.jpg,1
2403,Supercenter #3947,218,2016,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_03_2016.jpg,2
2404,Supercenter #3947,218,2020,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_03_2020.jpg,1
2405,Supercenter #3947,218,2020,3,2,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_03_2020_2.jpg,1
2406,Supercenter #3947,218,2015,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_04_2015.jpg,1
2407,Supercenter #3947,218,2010,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_05_2010.jpg,1
2408,Supercenter #3947,218,2014,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_05_2014.jpg,2
2409,Supercenter #3947,218,2014,7,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_07_2014.jpg,1
2410,Supercenter #3947,218,2010,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_08_2010.jpg,2
2411,Supercenter #3947,218,2018,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_08_2018.jpg,2
2412,Supercenter #3947,218,2019,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_08_2019.jpg,2
2413,Supercenter #3947,218,2010,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_09_2010.jpg,1
2414,Supercenter #3947,218,2012,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_10_2012.jpg,1
2415,Supercenter #3947,218,2014,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_10_2014.jpg,2
2416,Supercenter #3947,218,2011,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_11_2011.jpg,1
2417,Supercenter #3947,218,2012,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_11_2012.jpg,1
2418,Supercenter #3947,218,2013,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_11_2013.jpg,1
2419,Supercenter #3947,218,2016,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_11_2016.jpg,1
2420,Supercenter #3947,218,2018,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_11_2018.jpg,2
2421,Supercenter #3947,218,2014,12,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_12_2014.jpg,1
2422,Supercenter #3947,218,2017,12,0,C:\Users\paperspace\Documents\02 Imagery Collection\0218_Supercenter #3947\0218_12_2017.jpg,1
2423,Neighborhood Market #4759,219,2014,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_02_2014.jpg,1
2424,Neighborhood Market #4759,219,2018,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_02_2018.jpg,2
2425,Neighborhood Market #4759,219,2011,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_03_2011.jpg,2
2426,Neighborhood Market #4759,219,2010,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_04_2010.jpg,1
2427,Neighborhood Market #4759,219,2010,4,2,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_04_2010_2.jpg,1
2428,Neighborhood Market #4759,219,2011,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_04_2011.jpg,2
2429,Neighborhood Market #4759,219,2012,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_04_2012.jpg,1
2430,Neighborhood Market #4759,219,2013,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_04_2013.jpg,1
2431,Neighborhood Market #4759,219,2014,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_04_2014.jpg,2
2432,Neighborhood Market #4759,219,2014,4,2,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_04_2014_2.jpg,1
2433,Neighborhood Market #4759,219,2015,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_04_2015.jpg,2
2434,Neighborhood Market #4759,219,2012,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_05_2012.jpg,2
2435,Neighborhood Market #4759,219,2018,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_05_2018.jpg,2
2436,Neighborhood Market #4759,219,2011,6,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_06_2011.jpg,2
2437,Neighborhood Market #4759,219,2011,6,2,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_06_2011_2.jpg,2
2438,Neighborhood Market #4759,219,2011,6,3,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_06_2011_3.jpg,1
2439,Neighborhood Market #4759,219,2013,6,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_06_2013.jpg,1
2440,Neighborhood Market #4759,219,2020,6,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_06_2020.jpg,1
2441,Neighborhood Market #4759,219,2016,7,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_07_2016.jpg,2
2442,Neighborhood Market #4759,219,2012,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_08_2012.jpg,1
2443,Neighborhood Market #4759,219,2013,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_08_2013.jpg,2
2444,Neighborhood Market #4759,219,2018,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_08_2018.jpg,1
2445,Neighborhood Market #4759,219,2019,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_08_2019.jpg,2
2446,Neighborhood Market #4759,219,2010,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_09_2010.jpg,1
2447,Neighborhood Market #4759,219,2010,9,2,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_09_2010_2.jpg,1
2448,Neighborhood Market #4759,219,2019,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_09_2019.jpg,1
2449,Neighborhood Market #4759,219,2019,9,2,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_09_2019_2.jpg,2
2450,Neighborhood Market #4759,219,2011,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_10_2011.jpg,1
2451,Neighborhood Market #4759,219,2016,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_10_2016.jpg,2
2452,Neighborhood Market #4759,219,2018,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0219_Neighborhood Market #4759\0219_11_2018.jpg,1
2453,Supercenter #3712,220,2014,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_02_2014.jpg,2
2454,Supercenter #3712,220,2018,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_02_2018.jpg,1
2455,Supercenter #3712,220,2018,2,2,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_02_2018_2.jpg,1
2456,Supercenter #3712,220,2011,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_03_2011.jpg,1
2457,Supercenter #3712,220,2015,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_03_2015.jpg,2
2458,Supercenter #3712,220,2010,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_04_2010.jpg,2
2459,Supercenter #3712,220,2010,4,2,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_04_2010_2.jpg,2
2460,Supercenter #3712,220,2011,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_04_2011.jpg,1
2461,Supercenter #3712,220,2012,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_04_2012.jpg,1
2462,Supercenter #3712,220,2013,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_04_2013.jpg,2
2463,Supercenter #3712,220,2014,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_04_2014.jpg,2
2464,Supercenter #3712,220,2014,4,2,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_04_2014_2.jpg,1
2465,Supercenter #3712,220,2015,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_04_2015.jpg,2
2466,Supercenter #3712,220,2010,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_05_2010.jpg,2
2467,Supercenter #3712,220,2012,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_05_2012.jpg,1
2468,Supercenter #3712,220,2018,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_05_2018.jpg,2
2469,Supercenter #3712,220,2011,6,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_06_2011.jpg,1
2470,Supercenter #3712,220,2011,6,2,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_06_2011_2.jpg,2
2471,Supercenter #3712,220,2011,6,3,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_06_2011_3.jpg,2
2472,Supercenter #3712,220,2013,6,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_06_2013.jpg,1
2473,Supercenter #3712,220,2020,6,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_06_2020.jpg,1
2474,Supercenter #3712,220,2015,7,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_07_2015.jpg,1
2475,Supercenter #3712,220,2016,7,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_07_2016.jpg,1
2476,Supercenter #3712,220,2012,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_08_2012.jpg,2
2477,Supercenter #3712,220,2013,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_08_2013.jpg,1
2478,Supercenter #3712,220,2018,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_08_2018.jpg,1
2479,Supercenter #3712,220,2019,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_08_2019.jpg,2
2480,Supercenter #3712,220,2010,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_09_2010.jpg,1
2481,Supercenter #3712,220,2010,9,2,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_09_2010_2.jpg,2
2482,Supercenter #3712,220,2019,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_09_2019.jpg,1
2483,Supercenter #3712,220,2019,9,2,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_09_2019_2.jpg,1
2484,Supercenter #3712,220,2011,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_10_2011.jpg,1
2485,Supercenter #3712,220,2016,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_10_2016.jpg,2
2486,Supercenter #3712,220,2018,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0220_Supercenter #3712\0220_11_2018.jpg,2
2487,Neighborhood Market #5633,221,2018,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0221_Neighborhood Market #5633\0221_02_2018.jpg,1
2488,Neighborhood Market #5633,221,2013,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0221_Neighborhood Market #5633\0221_03_2013.jpg,1
2489,Neighborhood Market #5633,221,2015,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0221_Neighborhood Market #5633\0221_03_2015.jpg,1
2490,Neighborhood Market #5633,221,2011,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0221_Neighborhood Market #5633\0221_04_2011.jpg,1
2491,Neighborhood Market #5633,221,2014,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0221_Neighborhood Market #5633\0221_04_2014.jpg,1
2492,Neighborhood Market #5633,221,2017,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0221_Neighborhood Market #5633\0221_04_2017.jpg,2
2493,Neighborhood Market #5633,221,2020,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0221_Neighborhood Market #5633\0221_05_2020.jpg,2
2494,Neighborhood Market #5633,221,2012,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0221_Neighborhood Market #5633\0221_08_2012.jpg,1
2495,Neighborhood Market #5633,221,2012,8,2,C:\Users\paperspace\Documents\02 Imagery Collection\0221_Neighborhood Market #5633\0221_08_2012_2.jpg,2
2496,Neighborhood Market #5633,221,2017,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0221_Neighborhood Market #5633\0221_08_2017.jpg,1
2497,Neighborhood Market #5633,221,2018,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0221_Neighborhood Market #5633\0221_08_2018.jpg,1
2498,Neighborhood Market #5633,221,2019,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0221_Neighborhood Market #5633\0221_08_2019.jpg,2
2499,Neighborhood Market #5633,221,2019,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0221_Neighborhood Market #5633\0221_09_2019.jpg,2
2500,Neighborhood Market #5633,221,2014,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0221_Neighborhood Market #5633\0221_11_2014.jpg,1
2501,Supercenter #2277,222,2018,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0222_Supercenter #2277\0222_02_2018.jpg,2
2502,Supercenter #2277,222,2013,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0222_Supercenter #2277\0222_03_2013.jpg,2
2503,Supercenter #2277,222,2015,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0222_Supercenter #2277\0222_03_2015.jpg,1
2504,Supercenter #2277,222,2011,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0222_Supercenter #2277\0222_04_2011.jpg,2
2505,Supercenter #2277,222,2014,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0222_Supercenter #2277\0222_04_2014.jpg,1
2506,Supercenter #2277,222,2017,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0222_Supercenter #2277\0222_04_2017.jpg,2
2507,Supercenter #2277,222,2020,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0222_Supercenter #2277\0222_05_2020.jpg,2
2508,Supercenter #2277,222,2012,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0222_Supercenter #2277\0222_08_2012.jpg,1
2509,Supercenter #2277,222,2012,8,2,C:\Users\paperspace\Documents\02 Imagery Collection\0222_Supercenter #2277\0222_08_2012_2.jpg,2
2510,Supercenter #2277,222,2017,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0222_Supercenter #2277\0222_08_2017.jpg,2
2511,Supercenter #2277,222,2018,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0222_Supercenter #2277\0222_08_2018.jpg,1
2512,Supercenter #2277,222,2019,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0222_Supercenter #2277\0222_08_2019.jpg,1
2513,Supercenter #2277,222,2019,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0222_Supercenter #2277\0222_09_2019.jpg,1
2514,Supercenter #2277,222,2014,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0222_Supercenter #2277\0222_11_2014.jpg,2
2515,Supercenter #5337,223,2018,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0223_Supercenter #5337\0223_02_2018.jpg,1
2516,Supercenter #5337,223,2013,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0223_Supercenter #5337\0223_03_2013.jpg,2
2517,Supercenter #5337,223,2015,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0223_Supercenter #5337\0223_03_2015.jpg,1
2518,Supercenter #5337,223,2014,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0223_Supercenter #5337\0223_04_2014.jpg,1
2519,Supercenter #5337,223,2017,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0223_Supercenter #5337\0223_04_2017.jpg,2
2520,Supercenter #5337,223,2020,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0223_Supercenter #5337\0223_05_2020.jpg,1
2521,Supercenter #5337,223,2017,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0223_Supercenter #5337\0223_08_2017.jpg,1
2522,Supercenter #5337,223,2018,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0223_Supercenter #5337\0223_08_2018.jpg,2
2523,Supercenter #5337,223,2019,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0223_Supercenter #5337\0223_08_2019.jpg,1
2524,Supercenter #5337,223,2019,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0223_Supercenter #5337\0223_09_2019.jpg,1
2525,Supercenter #5337,223,2014,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0223_Supercenter #5337\0223_11_2014.jpg,2
2526,Neighborhood Market #2487,224,2013,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_01_2013.jpg,1
2527,Neighborhood Market #2487,224,2016,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_02_2016.jpg,2
2528,Neighborhood Market #2487,224,2016,2,2,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_02_2016_2.jpg,1
2529,Neighborhood Market #2487,224,2018,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_02_2018.jpg,2
2530,Neighborhood Market #2487,224,2011,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_03_2011.jpg,2
2531,Neighborhood Market #2487,224,2011,3,2,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_03_2011_2.jpg,2
2532,Neighborhood Market #2487,224,2015,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_03_2015.jpg,2
2533,Neighborhood Market #2487,224,2017,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_03_2017.jpg,2
2534,Neighborhood Market #2487,224,2013,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_04_2013.jpg,1
2535,Neighborhood Market #2487,224,2014,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_04_2014.jpg,1
2536,Neighborhood Market #2487,224,2014,4,2,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_04_2014_2.jpg,2
2537,Neighborhood Market #2487,224,2019,5,0,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_05_2019.jpg,1
2538,Neighborhood Market #2487,224,2012,6,0,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_06_2012.jpg,1
2539,Neighborhood Market #2487,224,2018,6,0,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_06_2018.jpg,1
2540,Neighborhood Market #2487,224,2018,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_08_2018.jpg,2
2541,Neighborhood Market #2487,224,2018,8,2,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_08_2018_2.jpg,2
2542,Neighborhood Market #2487,224,2018,8,3,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_08_2018_3.jpg,2
2543,Neighborhood Market #2487,224,2018,8,4,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_08_2018_4.jpg,1
2544,Neighborhood Market #2487,224,2010,9,0,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_09_2010.jpg,1
2545,Neighborhood Market #2487,224,2016,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_10_2016.jpg,1
2546,Neighborhood Market #2487,224,2016,10,2,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_10_2016_2.jpg,2
2547,Neighborhood Market #2487,224,2013,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_11_2013.jpg,1
2548,Neighborhood Market #2487,224,2017,12,0,C:\Users\paperspace\Documents\02 Imagery Collection\0224_Neighborhood Market #2487\0224_12_2017.jpg,1
2549,Supercenter #1912,225,2013,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0225_Supercenter #1912\0225_01_2013.jpg,2
2550,Supercenter #1912,225,2016,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0225_Supercenter #1912\0225_02_2016.jpg,2
2551,Supercenter #1912,225,2018,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0225_Supercenter #1912\0225_02_2018.jpg,1
2552,Supercenter #1912,225,2011,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0225_Supercenter #1912\0225_03_2011.jpg,2
2553,Supercenter #1912,225,2017,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0225_Supercenter #1912\0225_03_2017.jpg,1
2554,Supercenter #1912,225,2014,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0225_Supercenter #1912\0225_04_2014.jpg,1
2555,Supercenter #1912,225,2012,6,0,C:\Users\paperspace\Documents\02 Imagery Collection\0225_Supercenter #1912\0225_06_2012.jpg,2
2556,Supercenter #1912,225,2018,7,0,C:\Users\paperspace\Documents\02 Imagery Collection\0225_Supercenter #1912\0225_07_2018.jpg,2
2557,Supercenter #1912,225,2018,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0225_Supercenter #1912\0225_08_2018.jpg,2
2558,Supercenter #1912,225,2018,8,2,C:\Users\paperspace\Documents\02 Imagery Collection\0225_Supercenter #1912\0225_08_2018_2.jpg,2
2559,Supercenter #1912,225,2016,10,0,C:\Users\paperspace\Documents\02 Imagery Collection\0225_Supercenter #1912\0225_10_2016.jpg,1
2560,Supercenter #1912,225,2013,11,0,C:\Users\paperspace\Documents\02 Imagery Collection\0225_Supercenter #1912\0225_11_2013.jpg,1
2561,Supercenter #2842,226,2013,1,0,C:\Users\paperspace\Documents\02 Imagery Collection\0226_Supercenter #2842\0226_01_2013.jpg,1
2562,Supercenter #2842,226,2016,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0226_Supercenter #2842\0226_02_2016.jpg,1
2563,Supercenter #2842,226,2018,2,0,C:\Users\paperspace\Documents\02 Imagery Collection\0226_Supercenter #2842\0226_02_2018.jpg,2
2564,Supercenter #2842,226,2011,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0226_Supercenter #2842\0226_03_2011.jpg,1
2565,Supercenter #2842,226,2017,3,0,C:\Users\paperspace\Documents\02 Imagery Collection\0226_Supercenter #2842\0226_03_2017.jpg,1
2566,Supercenter #2842,226,2014,4,0,C:\Users\paperspace\Documents\02 Imagery Collection\0226_Supercenter #2842\0226_04_2014.jpg,1
2567,Supercenter #2842,226,2012,6,0,C:\Users\paperspace\Documents\02 Imagery Collection\0226_Supercenter #2842\0226_06_2012.jpg,1
2568,Supercenter #2842,226,2018,7,0,C:\Users\paperspace\Documents\02 Imagery Collection\0226_Supercenter #2842\0226_07_2018.jpg,2
2569,Supercenter #2842,226,2018,8,0,C:\Users\paperspace\Documents\02 Imagery Collection\0226_Supercenter #2842\0226_08_2018.jpg,2
2570,Supercenter #2842,226,2018,8,2,C:\Users\paperspace\Documents\02 Imagery Collection\0226_Supercenter #2842\0226_08_2018_2.jpg,2
